endpoint	operation_id	param_value_tested	http_status	n_results	result_shape	notes	url
/biosamples/genomic-elements	genomicElementsFromBiosamples	verbose=true	400			"{""message"":""At least one parameter must be defined."",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/biosamples/genomic-elements?verbose=true&page=0
/coding-variants/phenotypes	phenotypesFromCodingVariants	amino_acid_position=-1	400			"{""message"":""At least one coding variant property is required."",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/coding-variants/phenotypes?amino_acid_position=-1&page=0
/coding-variants/phenotypes-count	codingVariantsCountFromGene	files_fileset=IGVFFI6893ZOAA	400			"{""message"":""Input validation failed"",""code"":""BAD_REQUEST"",""issues"":[{""code"":""invalid_type"",""expected"":""string"",""received"":""undefined"",""path"":[""gene_id""],""message"":""Required""}]}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/coding-variants/phenotypes-count?files_fileset=IGVFFI6893ZOAA
/coding-variants/phenotypes/score-summary	codingVariantsSummary	files_fileset=IGVFFI6893ZOAA	400			"{""message"":""variant_id or coding_variant_id is required"",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/coding-variants/phenotypes/score-summary?files_fileset=IGVFFI6893ZOAA
/complexes/proteins	proteinsFromComplexes	verbose=true	400			"{""message"":""At least one parameter must be defined."",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/complexes/proteins?verbose=true&page=0
/diseases/genes	genesFromDiseases	verbose=true	400			"{""message"":""disease_id or term_name must be defined."",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/diseases/genes?verbose=true&page=0
/diseases/genes	genesFromDiseases	source=Orphanet	400			"{""message"":""disease_id or term_name must be defined."",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/diseases/genes?source=Orphanet&page=0
/diseases/variants	variantsFromDiseases	assertion=Pathogenic	400			"{""message"":""disease_id or term_name must be defined."",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/diseases/variants?assertion=Pathogenic&page=0
/diseases/variants	variantsFromDiseases	pmid=2574002	400			"{""message"":""disease_id or term_name must be defined."",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/diseases/variants?pmid=2574002&page=0
/drugs/variants	variantsFromDrugs	verbose=true	400			"{""message"":""At least one node property for variant / drug must be defined."",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/drugs/variants?verbose=true&page=0
/drugs/variants	variantsFromDrugs	pmid=20824505	400			"{""message"":""At least one node property for variant / drug must be defined."",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/drugs/variants?pmid=20824505&page=0
/drugs/variants	variantsFromDrugs	phenotype_categories=Toxicity	400			"{""message"":""At least one node property for variant / drug must be defined."",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/drugs/variants?phenotype_categories=Toxicity&page=0
/gene-products/go-terms	goTermsFromAnnotations	name=involved in	400			"{""message"":""Input validation failed"",""code"":""BAD_REQUEST"",""issues"":[{""code"":""invalid_type"",""expected"":""string"",""received"":""undefined"",""path"":[""query""],""message"":""Required""}]}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/gene-products/go-terms?name=involved+in&page=0
/gene-regulatory-network	grn	p_value=gte:0	400			"{""message"":""At least one of gene must be defined."",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/gene-regulatory-network?p_value=gte%3A0&page=0
/genes-structure	genesStructure	organism=Homo sapiens	400			"{""message"":""Please provide parameters from only one of the four categories: gene, transcript, protein or region"",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/genes-structure?organism=Homo+sapiens&page=0
/genes-structure	genesStructure	type=exon	400			"{""message"":""Please provide parameters from only one of the four categories: gene, transcript, protein or region"",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/genes-structure?type=exon&page=0
/genes/coding-variants/all-scores	allCodingVariantsFromGenes	gene_id=ENSG00000165841	400			"{""message"":""Input validation failed"",""code"":""BAD_REQUEST"",""issues"":[{""expected"":""'ESM-1v' | 'MutPred2' | 'SGE' | 'VAMP-seq'"",""received"":""undefined"",""code"":""invalid_type"",""path"":[""dataset""],""message"":""Required""}]}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/genes/coding-variants/all-scores?gene_id=ENSG00000165841&page=0
/genes/coding-variants/all-scores	allCodingVariantsFromGenes	dataset=VAMP-seq	400			"{""message"":""Input validation failed"",""code"":""BAD_REQUEST"",""issues"":[{""code"":""invalid_type"",""expected"":""string"",""received"":""undefined"",""path"":[""gene_id""],""message"":""Required""}]}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/genes/coding-variants/all-scores?dataset=VAMP-seq&page=0
/genes/coding-variants/scores	codingVariantsFromGenes	method=MutPred2	400			"{""message"":""At least one gene property must be defined."",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/genes/coding-variants/scores?method=MutPred2&page=0
/genes/coding-variants/scores	codingVariantsFromGenes	files_fileset=IGVFFI6893ZOAA	400			"{""message"":""At least one gene property must be defined."",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/genes/coding-variants/scores?files_fileset=IGVFFI6893ZOAA&page=0
/genes/diseases	diseasesFromGenes	verbose=true	400			"{""message"":""At least one gene property must be defined."",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/genes/diseases?verbose=true&page=0
/genes/diseases	diseasesFromGenes	source=ClinGen	400			"{""message"":""At least one gene property must be defined."",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/genes/diseases?source=ClinGen&page=0
/genes/genes	genesGenes	organism=Homo sapiens	400			"{""message"":""At least one gene property must be defined."",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/genes/genes?organism=Homo+sapiens&page=0
/genes/genes	genesGenes	source=COXPRESdb	400			"{""message"":""At least one gene property must be defined."",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/genes/genes?source=COXPRESdb&page=0
/genes/genes	genesGenes	interaction_type=dosage growth defect (sensu BioGRID)	400			"{""message"":""At least one gene property must be defined."",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/genes/genes?interaction_type=dosage+growth+defect+%28sensu+BioGRID%29&page=0
/genes/genes	genesGenes	z_score=gt:4	400			"{""message"":""At least one gene property must be defined."",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/genes/genes?z_score=gt%3A4&page=0
/genes/genes	genesGenes	label=genetic interference	400			"{""message"":""At least one gene property must be defined."",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/genes/genes?label=genetic+interference&page=0
/genes/genes	genesGenes	method=COXPRESdb	400			"{""message"":""At least one gene property must be defined."",""code"":""BAD_REQUEST""}"	https://catalog-api-dserv-1227-swagger.demo.igvf.org/api/genes/genes?method=COXPRESdb&page=0
